id	author_id	base_language	text	posted_time_in_years
13907	2808	hin	another   of mehmood bhaijaan  khali dabba khali botal le le mere yaar khali se mat nafrat karna khali sub sansaar...khali dabba  manna da ravi neal kamal()	2019
13963	2808	hin	amazing song  nd srk aisi deewangee dekhi nahin kahin maine isliye jaane jana deewana tera naam rakh diya...tera naam alka yagnik nd vinod rathore sameer nadeem shravan deewana()  cruel death snatched her away	2019
13953	2808	hin	from srk film  she migrated to us  sanwariya sanwariya main toh hui bawariya tune man moh liya sanwariya ho alka yagnik  javed akhtar  a r rahman swades()	2019
14471	2808	hin	love this song  for srk's classic film.... deewana dil deewana deewana tera deewana kab se karay hai tera intezaar kab aayegi meri jaane bahaar ke jitna bhi behlaun utna hi tadapta hai dil deewana dil   nd udit narayan majrooh jatin lalit kabhi han kabhi naa	2019
14817	2808	hin	respects to bollywood greats who made this song humse aaya na gaya  tumse bulaya na gaya faasla pyar mein dono se mitaya na gaya humse aaya na gaya... talat saab rajinder kishen madan mohan dekh kabira roya()	2019
14983	2808	hin	ji formed fab jodi with  bhaijaan &amp; acted in great songs apni ulfat pe zamane ka  na pehra hota toh kitna achha hota toh kitna  pyar ki raat ka koi na savera hota toh kitna achha sur samragyi lata ji &amp; mukesh ji  hasrat jaipuri  shankar jaikishen  sasural()	2019
15197	2808	hin	वाह वाह what an auspicious beginning it has been with a song of  bollywood all time greats like sur samragyi lata ji,kishore da, rd,anand bakshi,king of romance rajesh nd mumu ji..ीतोंकी_महफिल की शमा ऐसे ही रोशन रहे....	2019
15644	2808	hin	deepika's smashing debut with  तुमको पाया है तो जैसे खोया हूं कहना चाहूँ भी तो तुमसे क्या कहूँ  किसी जबां में भी वो लफ्ज़ ही नहीं कि जिनमें तुम हो क्या तुम्हें बता सकूं मैं अगर कहूं तुमसा हसीं...  श्रेया घोषाल व सोनू निगम  जावेद अख्तर  विशाल शेखर ओम शांति ओम ()	2019
15798	2808	hin	अति लोकप्रिय गीत  initial hit of   ji nd srk क्या हुआ इसे क्या हुआ इसका तो बज गया बाजा  सर्दी खांसी न मलेरिया हुआ ये गया यारो इसको  लवेरिया हुआ लवेरिया हुआ सर्दी खांसी न मलेरिया  कुमार सानू व साथी देव कोहली  जतिन-ललित  राजू बन गया जेंटलमैन () ीतोंकी_महफिल   ji	2019
15795	2808	hin	another amazing song  ji &amp; srk चूड़ी बजी है कहीँ दूर  छन छन छन छन  कंगना बजा है कहीँ दूर  खन खन खन खन ये तेरा कजरा  ये तेरा गजरा लुटा दूं इसपे आज तन मन धन हो चूड़ी बजी है  अलका जी व उदित नारायण  जावेद अख्तर  जतिन-ललित  yes boss()	2019
15793	2808	hin	amazing song  amazingly filmed सुनिए तो रुकिये तो क्यों हैं खफा कहिए तो ऐसी क्या जल्दी जाने की ओऽऽ दीवाना हूँ माना सुनिए दीवाने की  सुनिए तो ये शाम का दिलकश मंज़र  ये साहिल और समंदर... अभिजीत व साथी जावेद अख्तर  जतिन-ललित  yes boss()  ji nd srk	2019
16253	2808	hin	amazing tribute to bollywood greats by  सातों जनम तुझको पाते गोरी तेरे नैनों में हम बस जाते सपनों की दुनिया बसाते गोरी तेरे नैनों में जो तू होती हेमा मालिनी हम भी तो.. जो तू होती डिंपल कपाडिया हम भी तो काका  कुमार सानू  समीर आनंद मिलिंद  hero no ()	2019
20270	2808	hin	ji an eminent singer.she started her career in bollywood in 's. from ek se badh kar ek() एक से बढ़ कर एक  मैं लाई हूं तोहफे अनेक  जुल्फों की शाम लाई  दिल तेरे नाम लाई  मजा आएगा मुलाकात का ूनालैला  वर्मा मलिक  कल्याणजी-आनंदजी एक से बढ़ कर एक()	2020
20651	2808	hin	सदाबहार गीत  सदाबहार ाजेश_खन्ना  कुछ तो लोग कहेंगे  लोगों का काम है कहना  छोड़ो बेकार की बातों में  कहीं बीत न जाए रैना कुछ तो लोग कहेंगे किशोर दा आनंद बख्शी आर डी बर्मन अमर प्रेम() in a survey amar prem was rated as one of top  films ever made in bollywood ीतों_की_महफिल	2020
21179	5403	hin	kya swag hai bhaijaan apka	2021
21882	5403	hin	ha bhaijaan isi movie me apke mohabbat ke raaz chipe hai	2021
21999	5403	hin	kamal kar diya bhaijaan	2021
16975	5509	hin	valentines day  special pura video bio me k jaye link par click kr dekhein   bollywoodseason  sonunigamofficial      …	2020
18351	5509	hin	pura video bio me jaye link par click kar dekhin 	2020
19345	5509	hin	sach kadwa hota hai bollywood mafia ka gang ab khtm hone wale hai.	2020
13186	5990	hin	jai hind	2019
14189	5478	hin	or hum bhi sath h apke bhaijaan	2019
13232	5714	hin	luka chuppi  . .	2019
13063	6393	hin	jijaji chaat par hain fame  blinging in this gorgeous dress  toh btao kaisi lgi aapko yeh pic hiba ki. comment 	2019
13066	6393	hin	hina khan uploading hot pics one after the other.  fans be like - mar hi dalogi kyaa  hina khan fans apna pyar dikhao aur jamkr retweet kro 	2019
20927	3011	hin	"when  and  stars talk about politics in , most of the times it feels like ""अध जल गगरी, छलकत जाय"". sharing views without the knowledge and understanding is sheer stupidity."	2021
21974	3011	hin	googly gumm hai... do you know that???  find out here..	2021
13090	1092	hin	tu jane na .... atif's romantic duet !!        @ mumbai, maharashtra	2019
13089	1092	hin	jab koi baat bigad jaye , jab koi mushqil pad jaye,  tum dena sath mera o hamnawaaz        @ mumbai, maharashtra	2019
13087	1092	hin	"the s bollywood classic ""suraj hua madhham""         @ mumbai, maharashtra"	2019
13085	4322	hin	salman sir ki hote hi  i will too	2019
13116	3928	hin	orange pineappale ko namaste pulwama mein jo saheed huye hai unhe shat shat naman.vande matram.salman  geet suna do watan pe jo fida hoga amar wo ..	2019
21705	3928	hin	onion potato ko namaste .film.mein hoon na.boman irani.srk.zaid khan	2021
21996	3928	hin	bollywood trail program sunkar bahut accha lag raha aapko sunana to banta hai...ek geet ram or shyam.	2021
13158	6262	hin	seokjin: i'm the best – phir bhi dil hai hindustani - full of self confidence - all about self love - superior - srk is the handsomest and so is ksj	2019
20660	3790	hin	kya bolta hai india. bollywood music mein dhamaal machane la time aa gaya hai. @ delhi, india	2020
13233	2293	hin	gemstone . ratti, lab certified natural chalcedony (green oynx hakik) price            …	2019
13300	688	hin	apna time aayega !!! full video coming soon!!!      @ dance destination	2019
13435	688	hin	check out the energy of the these kids!!! kids batch : mon &amp; fri  :- : pm            …	2019
14771	688	hin	pagal hai || badshah ||   aman.tdd                 …	2019
14768	688	hin	pagal hai || badshah ||   aman.tdd                …	2019
13264	5987	hin	hm sb jante hai k industry k adhiktr log ek makhota pehne ghoomte hai, kisi chchote shehr se aai ldki ne national award jeet liya vo bhi  baar,aur so called bollywood mafia use koi tavajjo nhi de raha, mtlb vo log national award ki hi toheen kr rahe,kya kahenge aap aise logo ko?	2019
16898	2481	hin	rahul rocky. bollywood mr &amp; miss india	2020
13282	1922	hin	two male dancers breakimg stereotypes. dancing on the famous  track maine payal hai chankai	2019
14260	1922	hin	रंग-बिरंगी जिंदगी . . . . . . photo by sushant.elbmak  location worldonestudio . . . . . . .          …	2019
13287	5059	hin	answer. dhoom again	2019
15761	3710	hin	ekdum sahi baat bole  siddharth shukla k piche pade hue hain sab ke sab      	2019
16117	3710	hin	darling tere liye     u &amp; your style really very unique  to u  sach mein aap star ho aur main aapka fan	2019
17046	3710	hin	this is really  moments forfans  sir  sir  sir  sirsach mein aap sab mere  ho '$         likeretweet	2020
13322	5197	hin	and who's heart wouldn't melt with this expression on sunil's face...  wo to hai albela, hazaaron mein akela... 	2019
13341	5197	hin	akalmandi issi main hai...	2019
14628	5197	hin	dialogue of    simba(aryan):- baba ye bhediye aur baaki sab aapse kyu darte hai?..   mufasa(srk):- beta tumhara baba sabka baap hai  	2019
14761	5197	hin	just like :   &amp;  are always there for each other, we want to thanks  for always supporting srk's films....  issaqbaazi karte raho hamesha!   	2019
14996	5197	hin	pic of the day:  cute little girl  cudn't meet  everyone loves srk whether he is just th years old' sabke dil me basta hai apna	2019
14210	3954	hin	you are so jealous of salman.shame on you, dusra koi kaam nahi hai kya?	2019
14282	3954	hin	are you mad, tiger zinda hai has earned more tha bb , are you foolish or only jealous of salman , half baked knowledge. shame on you....	2019
16533	3954	hin	tu salman aur shahrukh ki pair ki dhul bhi nahi, sharm kar tu arjun kapoor ke barabara bhi nahi hai.	2020
16673	3954	hin	teri rozi roti bigg boss ke wajah se chalti hai , aur tu salman ko bura bolta hai , namak haram..	2020
13335	1186	hin	with  ji.           @ prakash jha productions	2019
13350	1186	hin	with  ji.           @ prakash jha productions	2019
13376	5337	hin	kya baat ay!                   …	2019
13490	5337	hin	post workout selfie! trying to get back the old cute kameena look! hehe!             …	2019
14641	5337	hin	chal diya dil tere peeche peeche!                  …	2019
14810	5337	hin	tu zaruri sa hai mujhko zinda rehne ke liye!                   …	2019
15683	5337	hin	mai toh avtaar hoon! ;)                    …	2019
15615	6440	hin	soch raha hoon kal srk ke birthday ke liye mannat ke bahar khade rahoon!	2019
16993	6440	hin	how talented is    can do any damn thing   can dress up &amp; talk like a lady, mimic bollywood stars and dance too   all-rounder hai banda!	2020
17724	6440	hin	she is sugar, spice &amp; everything nice. made a grand debut with rab ne bana di jodi and with her acting prowess, has gone on to become one of the most bankable stars of bollywood.   says she made him the man he is today...   . enjoy your day!	2020
18334	6444	hin	all the haters  of sallu go get life guys fuck urself nobody's giving a fuck here bc ek terrorist aur salman khan dono mai se choose karna hoga tabhi bhi tumhari bhen ki chut tumlog salman khan ko hi galat bologe bohot dukh ki baat hai bc jo insan itna karta h is desh k liye bc	2020
